85427	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
85427	PROKKA_00273	1	948	+	flgL	1-948/954	========/======	2/2	99.27	76.29	ecoli_vf	gi:15801200	flagellar hook-associated protein FlgL	
85427	PROKKA_00274	1	1662	+	flgK	1-1644/1644	========/======	17/50	99.03	74.31	ecoli_vf	gi:15801199	flagellar hook-associated protein FlgK	
85427	PROKKA_00275	1	947	+	flgJ	1-938/942	========/======	2/9	99.58	78.04	ecoli_vf	gi:15801198	flagellar rod assembly protein/muramidase FlgJ	
85427	PROKKA_00276	1	1098	+	flgI	1-1098/1098	========/======	2/6	99.73	79.66	ecoli_vf	gi:15801197	flagellar basal body P-ring protein	
85427	PROKKA_00277	22	666	+	flgH	55-699/699	.==============	0/0	92.27	81.70	ecoli_vf	gi:15801196	flagellar basal body L-ring protein	
85427	PROKKA_00278	1	783	+	flgG	1-783/783	===============	0/0	100.00	85.95	ecoli_vf	gi:15801195	flagellar basal body rod protein FlgG	
85427	PROKKA_00279	1	756	+	flgF	1-756/756	========/======	2/4	99.74	77.57	ecoli_vf	gi:15801194	flagellar basal body rod protein FlgF	
85427	PROKKA_00280	1	1212	+	flgE	1-1206/1206	========/======	5/10	99.83	78.91	ecoli_vf	gi:15801193	flagellar hook protein FlgE	
85427	PROKKA_00281	1	699	+	flgD	1-696/696	========/======	1/3	100.00	75.54	ecoli_vf	gi:15801192	flagellar basal body rod modification protein	
85427	PROKKA_00282	2	405	+	flgC	2-405/405	===============	0/0	99.75	79.70	ecoli_vf	gi:15801191	flagellar basal body rod protein FlgC	
85427	PROKKA_00283	1	417	+	flgB	1-417/417	===============	0/0	100.00	76.02	ecoli_vf	gi:15801190	flagellar basal body rod protein FlgB	
85427	PROKKA_00284	142	660	+	flgA	142-660/660	...=====/======	5/18	77.27	72.35	ecoli_vf	gi:15801189	flagellar basal body P-ring biosynthesis protein FlgA	
85427	PROKKA_00286	1	421	+	flgN	1-415/417	========/======	5/12	98.80	73.11	ecoli_vf	gi:15801187	flagella synthesis protein FlgN	
85427	PROKKA_00312	1	321	+	csgC	1-321/333	========/======	5/6	95.50	74.38	ecoli_vf	gi:15801160	putative autoagglutination protein	
85427	PROKKA_00313	1	456	+	csgA	1-459/459	========/======	1/3	99.35	73.20	ecoli_vf	gi:15801159	cryptic curlin major subunit	
85427	PROKKA_00314	13	495	+	csgB	1-483/483	========/======	2/2	99.79	84.71	ecoli_vf	VFG045792	minor curlin subunit CsgB	
85427	PROKKA_00315	1	651	+	csgD	1-651/651	===============	0/0	100.00	82.03	ecoli_vf	gi:15801157	DNA-binding transcriptional regulator CsgD	
85427	PROKKA_00316	1	396	+	csgE	1-390/390	========/======	1/6	100.00	79.29	ecoli_vf	gi:15801156	curli assembly protein CsgE	
85427	PROKKA_00317	1	417	+	csgF	1-417/417	========/======	3/8	99.04	81.23	ecoli_vf	gi:15801155	curli assembly protein CsgF	
