102333	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
102333	PROKKA_00865	1	438	+	(AGly)aac6-Iy	1-438/438	===============	0/0	100.00	97.94	argannot	AF144880:3452-3979	(AGly)aac6-Iy	
102333	PROKKA_01923	130	1285	+	(Bla)AmpC1_Ecoli	130-1285/1305	.==============	0/0	88.58	71.19	argannot	FN649414:2765051-2766355	(Bla)AmpC1_Ecoli	
102333	PROKKA_02185	1	1158	+	(Bla)ampH_Ecoli	1-1158/1158	===============	0/0	100.00	79.97	argannot	AP012030:395554-396711	(Bla)ampH_Ecoli	
102333	PROKKA_02242	70	421	+	(Tet)tet(34)	70-421/465	..======/=====.	2/2	75.48	72.24	argannot	AB061440:306-770	(Tet)tet(34)	
102333	PROKKA_03110	1	1902	+	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	83.23	argannot	CP002291:664439-666340	(Bla)Penicillin_Binding_Protein_Ecoli	
102333	PROKKA_03290	1	780	+	(AGly)aadA1-pm	52-831/831	===============	0/0	93.86	99.87	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
102333	PROKKA_03292	1	840	+	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
102333	PROKKA_03307	28	678	+	(Tet)tetR	1-651/651	===============	0/0	100.00	100.00	argannot	HF545434:53576-54226	(Tet)tetR	
102333	PROKKA_03308	1	1200	+	(Tet)tetA	76-1275/1275	===============	0/0	94.12	100.00	argannot	JX424423:94438-95712	(Tet)tetA	
102333	PROKKA_04638	1	474	+	(Tmt)dfrA14	1-474/474	===============	0/0	100.00	99.79	argannot	GU726917:72-545	(Tmt)dfrA14	
