138448	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
138448	PROKKA_00155	28	391	+	flhE	28-391/393	.==============	0/0	92.62	68.96	ecoli_vf	gi:15802290	flagellar protein	
138448	PROKKA_00156	6	2077	+	flhA	6-2077/2079	===============	0/0	99.66	82.19	ecoli_vf	gi:15802291	flagellar biosynthesis protein FlhA	
138448	PROKKA_00157	1	1136	+	flhB	1-1133/1149	========/======	1/3	98.61	80.19	ecoli_vf	gi:15802292	flagellar biosynthesis protein FlhB	
138448	PROKKA_00158	4	646	+	cheZ	1-643/645	===============	0/0	99.69	82.43	ecoli_vf	gi:15802293	chemotaxis regulator CheZ	
138448	PROKKA_00159	1	390	+	cheY	1-390/390	===============	0/0	100.00	82.82	ecoli_vf	gi:15802294	chemotaxis regulatory protein CheY	
138448	PROKKA_00160	1	1048	+	cheB	1-1048/1050	===============	0/0	99.81	82.16	ecoli_vf	gi:15802295	chemotaxis-specific methylesterase	
138448	PROKKA_00161	1	861	+	cheR	1-861/861	===============	0/0	100.00	80.37	ecoli_vf	gi:15802296	chemotaxis methyltransferase CheR	
138448	PROKKA_00162	1	1548	+	tar/cheM	1-1548/1662	========/======	2/2	93.08	76.63	ecoli_vf	gi:15802298	methyl-accepting chemotaxis protein II	
138448	PROKKA_00163	1	504	+	cheW	1-504/504	===============	0/0	100.00	80.56	ecoli_vf	gi:15802299	purine-binding chemotaxis protein	
138448	PROKKA_00164	1	2016	+	cheA	1-1965/1965	========/======	14/61	99.75	76.79	ecoli_vf	gi:15802300	chemotaxis protein CheA	
138448	PROKKA_00165	1	930	+	motB	1-927/927	========/======	2/3	100.00	79.78	ecoli_vf	gi:15802301	flagellar motor protein MotB	
138448	PROKKA_00166	1	888	+	motA	1-888/888	===============	0/0	100.00	83.11	ecoli_vf	gi:15802302	flagellar motor protein MotA	
138448	PROKKA_00167	1	579	+	flhC	1-579/579	===============	0/0	100.00	81.35	ecoli_vf	gi:15802303	transcriptional activator FlhC	
138448	PROKKA_00168	1	311	+	flhD	10-320/360	==============.	0/0	86.39	80.06	ecoli_vf	gi:15802304	transcriptional activator FlhD	
