99339	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
99339	PROKKA_00420	162	1203	+	hofC	162-1203/1203	.=======/======	8/12	86.12	71.18	ecoli_vf	gi:15799790	type IV pilin biogenesis protein	
99339	PROKKA_00421	78	1378	+	hofB	78-1378/1386	========/======	11/28	92.86	70.72	ecoli_vf	gi:15799791	hypothetical protein	
99339	PROKKA_00422	1	438	+	ppdD	1-441/441	========/======	3/5	99.09	80.32	ecoli_vf	gi:15799792	putative major pilin subunit	
99339	PROKKA_00628	1	1190	+	hofq	37-1226/1239	===============	0/0	96.05	78.23	ecoli_vf	SPG000051	Outer membrane secretin Adherence Hemorrhagic coli pilus	
99339	PROKKA_00659	1	2256	+	fepA	1-2241/2241	========/======	14/53	99.15	78.55	ecoli_vf	gi:26246561	ferrienterobactin outer membrane transporter	
99339	PROKKA_00660	22	1203	+	fes	19-1188/1203	========/======	8/20	96.92	72.68	ecoli_vf	gi:26246563	enterobactin/ferric enterobactin esterase	
99339	PROKKA_00662	1	3833	+	entF	1-3830/3882	========/======	20/39	98.20	74.47	ecoli_vf	gi:26246565	enterobactin synthase multienzyme complex component ATP-dependent	
99339	PROKKA_00663	74	1087	+	fepE	74-1090/1134	========/======	5/7	89.24	72.52	ecoli_vf	gi:26246566	ferric enterobactin transport protein FepE	
99339	PROKKA_00664	1	788	+	fepC	1-788/816	========/======	2/2	96.45	80.99	ecoli_vf	gi:26246567	ferrienterobactin ABC transporter ATPase	
99339	PROKKA_00665	82	990	+	fepG	85-993/993	.==============	0/0	91.54	80.53	ecoli_vf	gi:26246568	iron-enterobactin ABC transporter permease	
99339	PROKKA_00666	1	1000	+	fepD	13-1012/1017	===============	0/0	98.33	78.30	ecoli_vf	gi:26246569	ferrienterobactin ABC transporter permease	
99339	PROKKA_00667	1	1227	+	entS	1-1227/1251	===============	0/0	98.08	78.32	ecoli_vf	gi:26246570	enterobactin exporter iron-regulated	
99339	PROKKA_00668	53	920	+	fepB	53-920/957	===============	0/0	90.70	76.73	ecoli_vf	gi:26246571	ferrienterobactin ABC transporter periplasmic binding protein	
99339	PROKKA_00669	1	1176	+	entC	13-1188/1188	========/======	4/4	98.82	77.93	ecoli_vf	gi:26246572	isochorismate synthase 1	
99339	PROKKA_00670	1	1598	+	entE	1-1598/1611	========/======	4/4	99.07	79.50	ecoli_vf	gi:26246573	23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex	
99339	PROKKA_00671	1	851	+	entB	1-851/858	===============	0/0	99.18	80.38	ecoli_vf	gi:26246574	isochorismatase	
99339	PROKKA_00672	25	752	+	entA	16-743/747	===============	0/0	97.46	80.22	ecoli_vf	gi:26246575	23-dihydro-23-dihydroxybenzoate dehydrogenase	
99339	PROKKA_00791	1	834	+	csgG	1-834/834	===============	0/0	100.00	82.85	ecoli_vf	gi:15801154	curli production assembly/transport component 2nd curli operon	
99339	PROKKA_00792	1	417	+	csgF	1-417/417	===============	0/0	100.00	80.81	ecoli_vf	gi:15801155	curli assembly protein CsgF	
99339	PROKKA_00793	1	396	+	csgE	1-390/390	========/======	1/6	100.00	79.04	ecoli_vf	gi:15801156	curli assembly protein CsgE	
99339	PROKKA_00794	1	651	+	csgD	1-651/651	===============	0/0	100.00	81.57	ecoli_vf	gi:15801157	DNA-binding transcriptional regulator CsgD	
99339	PROKKA_00795	1	456	+	csgB	28-483/483	========/======	2/2	94.20	83.81	ecoli_vf	VFG045792	minor curlin subunit CsgB	
99339	PROKKA_00796	1	456	+	csgA	1-459/459	========/======	1/3	99.35	73.64	ecoli_vf	gi:15801159	cryptic curlin major subunit	
99339	PROKKA_00797	1	317	+	csgC	1-317/333	========/======	5/6	94.29	74.06	ecoli_vf	gi:15801160	putative autoagglutination protein	
99339	PROKKA_00823	1	421	+	flgN	1-415/417	========/======	5/12	98.80	73.11	ecoli_vf	gi:15801187	flagella synthesis protein FlgN	
99339	PROKKA_00825	142	660	+	flgA	142-660/660	...=====/======	5/18	77.27	72.54	ecoli_vf	gi:15801189	flagellar basal body P-ring biosynthesis protein FlgA	
99339	PROKKA_00826	1	417	+	flgB	1-417/417	===============	0/0	100.00	76.02	ecoli_vf	gi:15801190	flagellar basal body rod protein FlgB	
99339	PROKKA_00827	2	405	+	flgC	2-405/405	===============	0/0	99.75	80.20	ecoli_vf	gi:15801191	flagellar basal body rod protein FlgC	
99339	PROKKA_00828	1	699	+	flgD	1-696/696	========/======	1/3	100.00	75.54	ecoli_vf	gi:15801192	flagellar basal body rod modification protein	
99339	PROKKA_00829	1	1212	+	flgE	1-1206/1206	========/======	5/10	99.83	79.08	ecoli_vf	gi:15801193	flagellar hook protein FlgE	
99339	PROKKA_00830	1	756	+	flgF	1-756/756	========/======	2/4	99.74	77.70	ecoli_vf	gi:15801194	flagellar basal body rod protein FlgF	
99339	PROKKA_00831	1	783	+	flgG	1-783/783	===============	0/0	100.00	86.46	ecoli_vf	gi:15801195	flagellar basal body rod protein FlgG	
99339	PROKKA_00832	22	666	+	flgH	55-699/699	.==============	0/0	92.27	82.17	ecoli_vf	gi:15801196	flagellar basal body L-ring protein	
99339	PROKKA_00833	1	1098	+	flgI	1-1098/1098	========/======	2/6	99.73	79.93	ecoli_vf	gi:15801197	flagellar basal body P-ring protein	
99339	PROKKA_00834	1	947	+	flgJ	1-938/942	========/======	2/9	99.58	77.93	ecoli_vf	gi:15801198	flagellar rod assembly protein/muramidase FlgJ	
99339	PROKKA_00835	1	1662	+	flgK	1-1644/1644	========/======	17/50	99.03	74.19	ecoli_vf	gi:15801199	flagellar hook-associated protein FlgK	
99339	PROKKA_00836	1	948	+	flgL	1-948/954	========/======	2/2	99.27	75.87	ecoli_vf	gi:15801200	flagellar hook-associated protein FlgL	
99339	PROKKA_00894	1	2175	+	iroN	1-2178/2178	========/======	5/7	99.77	77.25	ecoli_vf	gi:26247124	salmochelin receptor IroN	
99339	PROKKA_00895	78	906	+	iroE	90-915/957	.=======/======	10/17	85.58	69.62	ecoli_vf	gi:26247125	esterase	
99339	PROKKA_00896	50	1223	+	iroD	38-1208/1230	========/======	8/23	94.39	70.19	ecoli_vf	gi:91210149	IroD protein	
99339	PROKKA_00897	1	3618	+	iroC	79-3687/3738	========/======	17/33	96.23	75.98	ecoli_vf	gi:110640511	putative ATP binding cassette (ABC) transporter	
99339	PROKKA_00898	1	1101	+	iroB	49-1149/1164	===============	0/0	94.59	78.75	ecoli_vf	gi:26247128	glucosyltransferase IroB	
99339	PROKKA_01020	31	2087	+	cadA	70-2126/2176	========/======	10/14	94.21	69.53	ecoli_vf	SPG000027	gb|AY319765.1|:1081-3256 Escherichia coli cadBA operon partial sequence	
