132426	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
132426	PROKKA_00636	1	870	+	ROBA	1-870/870	===============	0/0	100.00	81.26	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
132426	PROKKA_00681	1	1150	+	OMP37	1-1123/1125	========/======	11/51	98.76	72.98	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
132426	PROKKA_00689	5	346	+	MDTJ	8-349/366	========/======	2/4	92.90	79.36	megares	MEG_3757	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MDTJ	
132426	PROKKA_00690	7	330	+	MDTI	7-330/330	===============	0/0	98.18	77.78	megares	MEG_3756	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MDTI	
132426	PROKKA_00727	1	350	+	MARA	1-350/384	==============.	0/0	91.15	89.43	megares	MEG_3661	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
132426	PROKKA_00728	2	434	+	MARR	2-434/435	===============	0/0	99.54	81.99	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
132426	PROKKA_00737	49	1049	+	OMP37	46-1043/1125	========/=====.	20/59	86.22	65.60	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
132426	PROKKA_00785	57	1083	+	OMPD	18-1074/1074	========/======	22/96	92.55	65.23	megares	MEG_4285	Drugs:betalactams:Mutant_porin_proteins:OMPD	
132426	PROKKA_00787	31	1469	+	KMRA	31-1469/1500	========/======	13/22	95.20	73.45	megares	MEG_3460	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:KMRA	
132426	PROKKA_00833	1	438	+	AAC6-PRIME	1-438/438	===============	0/0	100.00	97.94	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
132426	PROKKA_00966	1	414	+	HNS	1-414/414	===============	0/0	100.00	88.89	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
132426	PROKKA_01161	1	723	+	SDIA	1-723/723	===============	0/0	100.00	99.03	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
132426	PROKKA_01204	1	1195	+	OMP37	1-1123/1125	========/======	16/92	98.93	70.12	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
132426	PROKKA_01222	1	1425	+	MDTK	1-1425/1425	===============	0/0	100.00	98.95	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
132426	PROKKA_01289	1	1167	+	UGD	1-1167/1167	========/======	4/4	99.83	76.48	megares	MEG_7328	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:UGD	
132426	PROKKA_01308	1	1209	+	MDTH	1-1209/1209	========/======	2/6	99.75	79.12	megares	MEG_3755	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTH	
132426	PROKKA_01372	28	1442	+	PHOR	28-1445/1467	========/======	3/7	96.32	74.93	megares	MEG_5786	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_regulator:PHOR	
132426	PROKKA_01565	1	1364	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.81	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
132426	PROKKA_01610	1	1644	+	YOGI	1-1644/1644	========/======	9/12	99.64	80.00	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
132426	PROKKA_01614	1	1137	+	KPNO	1-1098/1098	========/======	14/65	98.82	77.74	megares	MEG_3516	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNO	
132426	PROKKA_01642	1	606	+	PMRG	1-606/606	===============	0/0	100.00	99.34	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
132426	PROKKA_01644	1	942	+	PMRF	1-942/969	===============	0/0	97.21	79.09	megares	MEG_5801	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:PMRF	
132426	PROKKA_01645	3	1949	+	ARNA	9-1952/1989	========/======	26/53	96.48	68.10	megares	MEG_1122	Drugs:Cationic_antimicrobial_peptides:Polymyxin_B_resistance_regulator:ARNA	
132426	PROKKA_01843	1	227	+	ACT	1-227/232	========/======	2/6	96.55	72.61	megares	MEG_497	Drugs:betalactams:Class_C_betalactamases:ACT	
132426	PROKKA_01885	1	1644	+	EPTA	1-1644/1644	========/======	2/4	99.88	76.79	megares	MEG_2739	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:EPTA	
132426	PROKKA_01887	187	1022	+	PMRBM	181-1016/1095	..======/=====.	17/26	75.16	64.78	megares	MEG_5799	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRBM	
132426	PROKKA_01915	1	323	+	SOXS	1-323/324	===============	0/0	99.69	82.35	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
132426	PROKKA_02070	70	421	+	TET34	70-421/465	..======/=====.	2/2	75.48	72.24	megares	MEG_6976	Drugs:Tetracyclines:Tetracycline_inactivation_enzymes:TET34	
132426	PROKKA_02073	148	983	+	KPNO	151-1019/1098	.=======/=====.	17/65	74.68	64.29	megares	MEG_3516	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNO	
132426	PROKKA_02102	1	1458	+	GESC	55-1512/1512	===============	0/0	96.43	98.49	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
132426	PROKKA_02103	1	3168	+	GESB	1-3168/3168	===============	0/0	100.00	99.62	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
132426	PROKKA_02104	1	1227	+	GESA	1-1227/1227	===============	0/0	100.00	98.86	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
132426	PROKKA_02127	1	1158	+	AMPH	1-1158/1158	===============	0/0	100.00	79.97	megares	MEG_729	Drugs:betalactams:Penicillin_binding_protein:AMPH	
132426	PROKKA_02134	34	1148	+	MDTG	58-1169/1227	========/======	17/29	89.57	64.10	megares	MEG_3753	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTG	
132426	PROKKA_02288	1	3114	+	ACRD	1-3114/3114	===============	0/0	100.00	99.33	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
132426	PROKKA_02291	130	1285	+	PBP4B	130-1285/1305	.==============	0/0	88.58	71.19	megares	MEG_5409	Drugs:betalactams:Penicillin_binding_protein:PBP4B	
132426	PROKKA_02352	1	1219	+	MDFA	1-1219/1233	===============	0/0	98.86	79.57	megares	MEG_3737	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDFA	
132426	PROKKA_02428	1	1749	+	MSBA	1-1749/1749	===============	0/0	100.00	84.85	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
132426	PROKKA_02455	1	1191	+	BCR	1-1191/1191	===============	0/0	100.00	80.69	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
132426	PROKKA_02545	1	723	+	BAER	1-723/723	===============	0/0	100.00	99.03	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
132426	PROKKA_02546	1	1404	+	BAES	1-1404/1404	===============	0/0	100.00	98.43	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
132426	PROKKA_02548	1	3081	+	MDTC	1-3081/3081	===============	0/0	100.00	98.38	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
132426	PROKKA_02549	1	3123	+	MDTB	1-3123/3123	===============	0/0	100.00	98.72	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
132426	PROKKA_02550	1	1242	+	MDTA	1-1242/1242	===============	0/0	100.00	99.03	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
132426	PROKKA_02557	1	1856	+	ASMA	1-1853/1854	========/======	9/17	99.57	74.67	megares	MEG_1180	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:ASMA	
132426	PROKKA_02633	75	1182	+	ROSA	87-1197/1233	========/======	20/31	88.73	69.24	megares	MEG_6083	Drugs:Multi-drug_resistance:Multi-drug_MFS_efflux_pumps:ROSA	
132426	PROKKA_02634	1	1620	+	ROSB	1-1620/1692	========/======	13/24	95.04	69.36	megares	MEG_6084	Drugs:Multi-drug_resistance:Multi-drug_MFS_efflux_pumps:ROSB	
132426	PROKKA_02651	1	1194	+	ACRA	1-1194/1194	===============	0/0	100.00	83.25	megares	MEG_399	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRA	
132426	PROKKA_02652	1	3132	+	ACRB	1-3132/3150	========/======	2/2	99.40	85.64	megares	MEG_401	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRB	
132426	PROKKA_02726	1	1185	+	EMRD	7-1191/1191	========/======	2/2	99.41	83.89	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
132426	PROKKA_02856	34	1226	+	MDTM	25-1217/1233	===============	0/0	96.76	78.71	megares	MEG_3761	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTM	
132426	PROKKA_03074	1	1902	+	PBP2	1-1902/1902	===============	0/0	100.00	83.23	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
132426	PROKKA_03133	1	342	+	RAMA	34-375/375	.==============	0/0	91.20	79.24	megares	MEG_6044	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	
132426	PROKKA_03149	1	780	+	ANT3-DPRIME	13-792/792	===============	0/0	98.48	100.00	megares	MEG_767	Drugs:Aminoglycosides:Aminoglycoside_O-nucleotidyltransferases:ANT3-DPRIME	
132426	PROKKA_03150	1	348	+	QACEDELTA1	1-348/348	===============	0/0	100.00	100.00	megares	MEG_5829	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:QACEDELTA1	
132426	PROKKA_03151	1	840	+	SULI	1-840/840	===============	0/0	100.00	100.00	megares	MEG_6587	Drugs:Sulfonamides:Sulfonamide-resistant_dihydropteroate_synthases:SULI	
132426	PROKKA_03167	1	1200	+	TETA	76-1275/1275	===============	0/0	94.12	100.00	megares	MEG_7024	Drugs:Tetracyclines:Tetracycline_resistance_MFS_efflux_pumps:TETA	
132426	PROKKA_03329	1	1367	+	CPXAR	1-1367/1374	===============	0/0	99.49	85.22	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
132426	PROKKA_03330	1	699	+	CPXAR	1-699/699	===============	0/0	100.00	86.55	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
132426	PROKKA_03626	1	673	+	KDPE	1-673/678	========/======	2/2	99.12	81.31	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
132426	PROKKA_03981	1	818	+	BACA	1-818/822	========/======	2/2	99.39	85.71	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
132426	PROKKA_04039	1	1539	+	EMRB	1-1539/1539	===============	0/0	100.00	84.15	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
132426	PROKKA_04040	1	1173	+	EMRA	1-1173/1173	========/======	2/2	99.91	82.28	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
132426	PROKKA_04041	1	531	+	EMRR	1-531/531	===============	0/0	100.00	85.88	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
132426	PROKKA_04310	1	613	+	ACRS	1-613/663	========/=====.	6/12	91.55	68.98	megares	MEG_415	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:ACRS	
132426	PROKKA_04311	1	1141	+	ACRE	1-1141/1158	===============	0/0	98.53	77.48	megares	MEG_408	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRE	
132426	PROKKA_04312	1	3080	+	ACRF	1-3080/3105	========/======	3/6	99.10	79.24	megares	MEG_409	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_pumps:ACRF	
132426	PROKKA_04395	1	633	+	CRP	1-633/633	===============	0/0	100.00	87.99	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
132426	PROKKA_04526	1	1196	+	MDTG	1-1202/1227	========/======	2/6	97.47	77.04	megares	MEG_3754	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTG	
132426	PROKKA_04600	1	474	+	DFRA	1-474/474	===============	0/0	100.00	100.00	megares	MEG_2517	Drugs:Trimethoprim:Dihydrofolate_reductase:DFRA	
