106981	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
106981	PROKKA_00267	1	2133	+	cadA	40-2172/2176	===============	0/0	98.02	82.75	ecoli_vf	SPG000027	gb|AY319765.1|:1081-3256 Escherichia coli cadBA operon partial sequence	
106981	PROKKA_00335	1	438	+	ppdD	1-441/441	========/======	3/5	99.09	80.32	ecoli_vf	gi:15799792	putative major pilin subunit	
106981	PROKKA_00336	78	1378	+	hofB	78-1378/1386	========/======	8/24	93.00	70.53	ecoli_vf	gi:15799791	hypothetical protein	
106981	PROKKA_00337	162	1203	+	hofC	162-1203/1203	.=======/======	8/12	86.12	71.18	ecoli_vf	gi:15799790	type IV pilin biogenesis protein	
106981	PROKKA_00455	1	440	+	ppda	1-440/471	========/======	4/4	92.99	71.49	ecoli_vf	SPG000131	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
106981	PROKKA_00456	19	564	+	ppdb	19-564/564	===============	0/0	96.81	68.68	ecoli_vf	SPG000112	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
106981	PROKKA_00458	11	318	+	ppdc	11-318/324	========/======	2/2	94.75	74.43	ecoli_vf	SPG000140	Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus	
106981	PROKKA_00622	1	1190	+	hofq	37-1226/1239	===============	0/0	96.05	78.23	ecoli_vf	SPG000051	Outer membrane secretin Adherence Hemorrhagic coli pilus	
106981	PROKKA_00729	1	1733	+	ibeC	1-1733/1734	===============	0/0	99.94	81.13	ecoli_vf	gi:218701335	hypothetical protein	
106981	PROKKA_00936	1	948	+	flgL	1-948/954	========/======	2/2	99.27	75.87	ecoli_vf	gi:15801200	flagellar hook-associated protein FlgL	
106981	PROKKA_00937	1	1662	+	flgK	1-1644/1644	========/======	17/50	99.03	74.19	ecoli_vf	gi:15801199	flagellar hook-associated protein FlgK	
106981	PROKKA_00938	1	947	+	flgJ	1-938/942	========/======	2/9	99.58	77.93	ecoli_vf	gi:15801198	flagellar rod assembly protein/muramidase FlgJ	
106981	PROKKA_00939	1	1098	+	flgI	1-1098/1098	========/======	2/6	99.73	79.93	ecoli_vf	gi:15801197	flagellar basal body P-ring protein	
106981	PROKKA_00940	22	666	+	flgH	55-699/699	.==============	0/0	92.27	82.17	ecoli_vf	gi:15801196	flagellar basal body L-ring protein	
106981	PROKKA_00941	1	783	+	flgG	1-783/783	===============	0/0	100.00	86.46	ecoli_vf	gi:15801195	flagellar basal body rod protein FlgG	
106981	PROKKA_00942	1	756	+	flgF	1-756/756	========/======	2/4	99.74	77.70	ecoli_vf	gi:15801194	flagellar basal body rod protein FlgF	
106981	PROKKA_00943	1	1212	+	flgE	1-1206/1206	========/======	5/10	99.83	79.08	ecoli_vf	gi:15801193	flagellar hook protein FlgE	
