91549	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
91549	PROKKA_00190	1	723	+	sdiA	1-723/723	===============	0/0	100.00	99.03	card	AE006468.2:2040377-2039654	SdiA is a cell division regulator that is also a positive regulator of AcrAB only when it's expressed from a plasmid. When the sdiA gene is on the chromosome it has no effect on expression of acrAB	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
91549	PROKKA_00233	1	1195	+	Klebsiella_pneumoniae_OmpK37	1-1123/1125	========/======	16/92	98.93	70.12	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
91549	PROKKA_00251	1	1425	+	mdtK	1-1425/1425	===============	0/0	100.00	98.95	card	CP014358.1:2162750-2161325	A multidrug and toxic compound extrusions (MATE) transporter conferring resistance to norfloxacin doxorubicin and acriflavine.	fluoroquinolone
91549	PROKKA_00318	1	1167	+	ugd	1-1167/1167	========/======	4/4	99.83	76.48	card	U00096:2099613-2098446	PmrE is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin	peptide
91549	PROKKA_00344	1	1242	+	mdtA	1-1248/1248	========/======	6/10	99.36	76.40	card	U00096:2154015-2155263	MdtA is the membrane fusion protein of the multidrug efflux complex mdtABC.	aminocoumarin
91549	PROKKA_00345	1	3122	+	mdtB	1-3122/3123	===============	0/0	99.97	81.23	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
91549	PROKKA_00346	7	3054	+	mdtC	7-3054/3078	===============	0/0	99.03	81.59	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
91549	PROKKA_00348	1	1404	+	baeS	1-1404/1404	========/======	4/6	99.79	79.18	card	AP009048:2165012-2166416	BaeS is a sensor kinase in the BaeSR regulatory system. While it phosphorylates BaeR to increase its activity BaeS is not necessary for overexpressed BaeR to confer resistance.	aminocoumarin;aminoglycoside
91549	PROKKA_00349	1	722	+	baeR	1-722/723	===============	0/0	99.86	81.86	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
91549	PROKKA_00553	1	1196	+	mdtG	1-1202/1227	========/======	2/6	97.47	77.04	card	CP000800.1:1192954-1191727	The MdtG protein also named YceE appears to be a member of the major facilitator superfamily of transporters and it has been reported when overexpressed to increase fosfomycin and deoxycholate resistances. mdtG is a member of the marA-soxS-rob regulon.	fosfomycin
91549	PROKKA_00565	1	1209	+	mdtH	1-1209/1209	========/======	2/6	99.75	79.12	card	U00096:1125326-1124117	Multidrug resistance protein MdtH	fluoroquinolone
91549	PROKKA_01166	1	1150	+	Klebsiella_pneumoniae_OmpK37	1-1123/1125	========/======	11/51	98.76	72.89	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
91549	PROKKA_01175	2	330	+	Klebsiella_pneumoniae_KpnF	2-330/330	===============	0/0	99.70	74.16	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
91549	PROKKA_01212	1	350	+	marA	1-350/384	==============.	0/0	91.15	89.43	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
91549	PROKKA_01222	49	1049	+	Klebsiella_pneumoniae_OmpK37	46-1043/1125	========/=====.	20/59	86.22	65.60	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
91549	PROKKA_01317	1	438	+	AAC(6')-Iy	1-438/438	===============	0/0	100.00	97.94	card	AF144880:3541-3979	AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter.	aminoglycoside
91549	PROKKA_01450	1	414	+	H-NS	1-414/414	===============	0/0	100.00	88.89	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
91549	PROKKA_01641	3	1949	+	arnA	9-1952/1989	========/======	26/53	96.48	68.10	card	AE004091.2:3982020-3984009	arnA modifies lipid A with 4-amino-4-deoxy-L-arabinose (Ara4N) which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. arnA is found in E. coli and P. aeruginosa.	peptide
91549	PROKKA_01642	1	942	+	pmrF	1-942/969	===============	0/0	97.21	79.09	card	U00096:2367070-2368039	PmrF is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. pmrF corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	peptide
91549	PROKKA_01672	1	1135	+	Klebsiella_pneumoniae_OmpK37	1-1123/1125	========/======	24/96	96.09	68.22	card	AJ011502.1:300-1425	Klebsiella pneumoniae outer membrane porin protein. Is preferentially detected in porin-deficient strains. Functional characterization of this new porin revealed a narrower pore than those of porins OmpK35 and OmpK36 which did not allow penetration by certain beta-lactams. Also when a resistant strain expresses porin OmpK37 is less susceptible to cefotaxime and cefoxitin than when it is expressing either OmpK36 or OmpK35.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
91549	PROKKA_01676	1	1644	+	yojI	1-1644/1644	========/======	9/12	99.64	80.00	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
91549	PROKKA_01809	1	3114	+	acrD	1-3114/3114	========/======	2/2	99.97	81.99	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
91549	PROKKA_01812	130	1285	+	Escherichia_coli_ampC1_beta-lactamase	130-1285/1305	.==============	0/0	88.58	71.19	card	FN649414.1:2765050-2766355	An ampC-like beta-lactamase identified from Escherichia coli.	cephalosporin;penam
91549	PROKKA_02182	1	1644	+	eptA	1-1644/1644	========/======	2/4	99.88	76.79	card	AP009048:4340268-4338624	PmrC mediates the modification of Lipid A by the addition of 4-amino-4-deoxy-L-arabinose (L-Ara4N) and phosphoethanolamine resulting in a less negative cell membrane and decreased binding of polymyxin B.	peptide
91549	PROKKA_02269	34	1148	+	mdtG	58-1169/1227	========/======	17/29	89.57	64.18	card	CP000800.1:1192954-1191727	The MdtG protein also named YceE appears to be a member of the major facilitator superfamily of transporters and it has been reported when overexpressed to increase fosfomycin and deoxycholate resistances. mdtG is a member of the marA-soxS-rob regulon.	fosfomycin
91549	PROKKA_02276	1	1158	+	Escherichia_coli_ampH	1-1158/1158	===============	0/0	100.00	79.97	card	AP012030.1:396711-395553	AmpH is a class C ampC-like beta-lactamase and penicillin-binding protein identified in Escherichia coli.	cephalosporin;penam
91549	PROKKA_02297	1	465	+	golS	1-465/465	===============	0/0	100.00	98.71	card	AE006468.2:400860-401325	GolS is a regulator activated by the presence of golD and promotes the expression of the MdsABC efflux pump.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol
91549	PROKKA_02299	1	1227	+	mdsA	1-1227/1227	===============	0/0	100.00	98.86	card	AE006468.2:398284-397057	MdsA is the membrane fusion protein of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol
91549	PROKKA_02300	1	3168	+	mdsB	1-3168/3168	===============	0/0	100.00	99.62	card	AE006468.2:397061-393893	MdsB is the inner membrane transporter of the multidrug and metal efflux complex MdsABC. mdsB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 (gene name: mexQ) and 2 loci in Pseudomonas aeruginosa LESB58.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol
91549	PROKKA_02301	1	1458	+	mdsC	55-1512/1512	===============	0/0	96.43	98.56	card	AE006468.2:393931-392419	MdsC is the outer membrane channel of the multidrug and metal efflux complex MdsABC.	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem;phenicol
91549	PROKKA_02587	1	1749	+	msbA	1-1749/1749	===============	0/0	100.00	84.85	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
91549	PROKKA_02663	1	1219	+	Escherichia_coli_mdfA	1-1219/1233	===============	0/0	98.86	78.67	card	JQ394987:0-1233	Multidrug efflux pump in E. coli. This multidrug efflux system was originally identified as the Cmr/CmlA chloramphenicol exporter.	benzalkonium_chloride;rhodamine;tetracycline
91549	PROKKA_02769	1	3132	+	acrB	1-3132/3150	========/======	2/2	99.40	85.64	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
91549	PROKKA_02770	1	1194	+	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	83.25	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
91549	PROKKA_02787	1	1620	+	rosB	1-1620/1692	========/======	13/24	95.04	69.36	card	U46859:24057-22365	rosB is part of an efflux pump/potassium antiporter system (RosAB) in Yersinia that confers resistance to cationic antimicrobial peptides such as polymyxin B.	peptide
91549	PROKKA_02788	75	1182	+	rosA	87-1197/1233	========/======	20/31	88.73	69.24	card	U46859.1:25527-24294	rosA is part of an efflux pump/potassium antiporter system (RosAB) in Yersinia that confers resistance to cationic antimicrobial peptides such as polymyxin B.	peptide
91549	PROKKA_02991	34	1226	+	mdtM	25-1217/1233	===============	0/0	96.76	78.71	card	U00096.3:4568519-4567286	Multidrug resistance protein MdtM	acridine_dye;fluoroquinolone;lincosamide;nucleoside;phenicol
91549	PROKKA_03191	1	342	+	ramA	34-375/375	.==============	0/0	91.20	79.24	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
91549	PROKKA_03287	1	474	+	dfrA1	1-474/474	===============	0/0	100.00	100.00	card	KJ541681.1:19526-20000	dfrA1 is an integron-encoded dihydrofolate reductase	diaminopyrimidine
91549	PROKKA_03289	1	840	+	sul1	1-840/840	===============	0/0	100.00	100.00	card	JF969163:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
91549	PROKKA_03303	1	1172	+	tet(A)	76-1247/1275	===============	0/0	91.92	100.00	card	AF534183.1:2970-4245	TetA is a tetracycline efflux pump found in many species of Gram-negative bacteria.	tetracycline
91549	PROKKA_03435	1	1367	+	cpxA	1-1367/1374	===============	0/0	99.49	85.08	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
91549	PROKKA_03749	1	673	+	kdpE	1-673/678	========/======	2/2	99.12	81.31	card	U00096.3:721733-721055	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
91549	PROKKA_04022	1	818	+	bacA	1-818/822	========/======	2/2	99.39	85.71	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
91549	PROKKA_04068	1	1539	+	emrB	1-1539/1539	===============	0/0	100.00	84.15	card	U00096:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
91549	PROKKA_04069	1	1173	+	emrA	1-1173/1173	========/======	2/2	99.91	82.28	card	AP009048:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
91549	PROKKA_04070	1	531	+	emrR	1-531/531	===============	0/0	100.00	85.88	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
91549	PROKKA_04342	1	3080	+	acrF	1-3080/3105	========/======	3/6	99.10	79.24	card	U00096:3415032-3418137	AcrF is a inner membrane transporter similar to AcrB.	cephalosporin;cephamycin;fluoroquinolone;penam
91549	PROKKA_04343	1	1141	+	acrE	1-1141/1158	===============	0/0	98.53	77.48	card	U00096:3413863-3415021	AcrE is a membrane fusion protein similar to AcrA.	cephalosporin;cephamycin;fluoroquinolone;penam
