142725	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
142725	PROKKA_00027	1	870	+	ROBA	1-870/870	===============	0/0	100.00	81.26	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
142725	PROKKA_00299	1	414	+	HNS	1-414/414	===============	0/0	100.00	88.89	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
142725	PROKKA_00432	1	438	+	AAC6-PRIME	1-438/438	===============	0/0	100.00	97.94	megares	MEG_296	Drugs:Aminoglycosides:Aminoglycoside_N-acetyltransferases:AAC6-PRIME	
142725	PROKKA_00477	31	1469	+	KMRA	31-1469/1500	========/======	13/22	95.20	73.45	megares	MEG_3460	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:KMRA	
142725	PROKKA_00479	57	1083	+	OMPD	18-1074/1074	========/======	22/96	92.55	65.23	megares	MEG_4285	Drugs:betalactams:Mutant_porin_proteins:OMPD	
142725	PROKKA_00527	49	1049	+	OMP37	46-1043/1125	========/=====.	20/59	86.22	65.60	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
142725	PROKKA_00536	2	434	+	MARR	2-434/435	===============	0/0	99.54	81.99	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
142725	PROKKA_00537	1	350	+	MARA	1-350/384	==============.	0/0	91.15	89.43	megares	MEG_3661	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
142725	PROKKA_00574	7	330	+	MDTI	7-330/330	===============	0/0	98.18	77.78	megares	MEG_3756	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MDTI	
142725	PROKKA_00575	5	346	+	MDTJ	8-349/366	========/======	2/4	92.90	79.36	megares	MEG_3757	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MDTJ	
142725	PROKKA_00583	1	1150	+	OMP37	1-1123/1125	========/======	11/51	98.76	72.89	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
142725	PROKKA_00617	1	1167	+	UGD	1-1167/1167	========/======	4/4	99.83	76.48	megares	MEG_7328	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:UGD	
142725	PROKKA_00684	1	1425	+	MDTK	1-1425/1425	===============	0/0	100.00	98.95	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
142725	PROKKA_00702	1	1195	+	OMP37	1-1123/1125	========/======	16/92	98.93	70.12	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
142725	PROKKA_00745	1	723	+	SDIA	1-723/723	===============	0/0	100.00	99.03	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
142725	PROKKA_00969	1	1364	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.81	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
142725	PROKKA_01162	28	1442	+	PHOR	28-1445/1467	========/======	3/7	96.32	74.93	megares	MEG_5786	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_regulator:PHOR	
142725	PROKKA_01226	1	1209	+	MDTH	1-1209/1209	========/======	2/6	99.75	79.12	megares	MEG_3755	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTH	
142725	PROKKA_01241	1	1644	+	YOGI	1-1644/1644	========/======	9/12	99.64	80.00	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
142725	PROKKA_01245	1	1137	+	KPNO	1-1098/1098	========/======	14/65	98.82	77.74	megares	MEG_3516	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNO	
142725	PROKKA_01273	1	606	+	PMRG	1-606/606	===============	0/0	100.00	99.34	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
142725	PROKKA_01275	1	942	+	PMRF	1-942/969	===============	0/0	97.21	79.09	megares	MEG_5801	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:PMRF	
142725	PROKKA_01276	3	1949	+	ARNA	9-1952/1989	========/======	26/53	96.48	68.10	megares	MEG_1122	Drugs:Cationic_antimicrobial_peptides:Polymyxin_B_resistance_regulator:ARNA	
142725	PROKKA_01588	1	3114	+	ACRD	1-3114/3114	===============	0/0	100.00	99.33	megares	MEG_404	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ACRD	
142725	PROKKA_01591	130	1285	+	PBP4B	130-1285/1305	.==============	0/0	88.58	71.19	megares	MEG_5409	Drugs:betalactams:Penicillin_binding_protein:PBP4B	
142725	PROKKA_01881	34	1148	+	MDTG	58-1169/1227	========/======	17/29	89.57	64.10	megares	MEG_3753	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTG	
142725	PROKKA_01888	1	1158	+	AMPH	1-1158/1158	===============	0/0	100.00	79.97	megares	MEG_729	Drugs:betalactams:Penicillin_binding_protein:AMPH	
142725	PROKKA_01911	1	1227	+	GESA	1-1227/1227	===============	0/0	100.00	98.86	megares	MEG_3132	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESA	
142725	PROKKA_01912	1	3168	+	GESB	1-3168/3168	===============	0/0	100.00	99.62	megares	MEG_3133	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESB	
142725	PROKKA_01913	1	1458	+	GESC	55-1512/1512	===============	0/0	96.43	98.56	megares	MEG_3134	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:GESC	
142725	PROKKA_01942	148	983	+	KPNO	151-1019/1098	.=======/=====.	17/65	74.68	64.29	megares	MEG_3516	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNO	
142725	PROKKA_01945	70	421	+	TET34	70-421/465	..======/=====.	2/2	75.48	72.24	megares	MEG_6976	Drugs:Tetracyclines:Tetracycline_inactivation_enzymes:TET34	
142725	PROKKA_02368	1	1219	+	MDFA	1-1219/1233	===============	0/0	98.86	79.57	megares	MEG_3737	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDFA	
142725	PROKKA_02444	1	1749	+	MSBA	1-1749/1749	===============	0/0	100.00	84.85	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
