32790	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
32790	PROKKA_00505	1	938	+	yggr	1-938/981	========/======	4/12	95.01	74.58	ecoli_vf	SPG000074	Retraction ATPase Adherence Hemorrhagic coli pilus	
32790	PROKKA_00593	1	440	+	ppda	1-440/471	========/======	4/4	92.99	71.49	ecoli_vf	SPG000131	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
32790	PROKKA_00594	19	564	+	ppdb	19-564/564	===============	0/0	96.81	68.86	ecoli_vf	SPG000112	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
32790	PROKKA_00596	11	318	+	ppdc	11-318/324	========/======	2/2	94.75	74.43	ecoli_vf	SPG000140	Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus	
32790	PROKKA_00689	162	1203	+	hofC	162-1203/1203	.=======/======	8/12	86.12	71.28	ecoli_vf	gi:15799790	type IV pilin biogenesis protein	
32790	PROKKA_00690	78	1378	+	hofB	78-1378/1386	========/======	8/24	93.00	70.60	ecoli_vf	gi:15799791	hypothetical protein	
32790	PROKKA_00691	1	438	+	ppdD	1-441/441	========/======	3/5	99.09	80.32	ecoli_vf	gi:15799792	putative major pilin subunit	
32790	PROKKA_00913	1	1733	+	ibeC	1-1733/1734	===============	0/0	99.94	80.96	ecoli_vf	gi:218701335	hypothetical protein	
32790	PROKKA_00937	1	834	+	csgG	1-834/834	===============	0/0	100.00	82.85	ecoli_vf	gi:15801154	curli production assembly/transport component 2nd curli operon	
32790	PROKKA_00938	1	417	+	csgF	1-417/417	===============	0/0	100.00	80.81	ecoli_vf	gi:15801155	curli assembly protein CsgF	
32790	PROKKA_00939	1	396	+	csgE	1-390/390	========/======	1/6	100.00	79.04	ecoli_vf	gi:15801156	curli assembly protein CsgE	
32790	PROKKA_00940	1	651	+	csgD	1-651/651	===============	0/0	100.00	81.57	ecoli_vf	gi:15801157	DNA-binding transcriptional regulator CsgD	
32790	PROKKA_00941	1	456	+	csgB	28-483/483	========/======	2/2	94.20	83.81	ecoli_vf	VFG045792	minor curlin subunit CsgB	
32790	PROKKA_00942	1	456	+	csgA	1-459/459	========/======	1/3	99.35	73.42	ecoli_vf	gi:15801159	cryptic curlin major subunit	
32790	PROKKA_00943	1	317	+	csgC	1-317/333	========/======	5/6	94.29	73.75	ecoli_vf	gi:15801160	putative autoagglutination protein	
32790	PROKKA_00970	1	421	+	flgN	1-415/417	========/======	5/12	98.80	73.11	ecoli_vf	gi:15801187	flagella synthesis protein FlgN	
32790	PROKKA_00972	142	660	+	flgA	142-660/660	...=====/======	5/18	77.27	72.54	ecoli_vf	gi:15801189	flagellar basal body P-ring biosynthesis protein FlgA	
