93702	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
93702	PROKKA_00169	1	438	+	(AGly)aac6-Iy	1-438/438	===============	0/0	100.00	97.94	argannot	AF144880:3452-3979	(AGly)aac6-Iy	
93702	PROKKA_01494	130	1285	+	(Bla)AmpC1_Ecoli	130-1285/1305	.==============	0/0	88.58	71.19	argannot	FN649414:2765051-2766355	(Bla)AmpC1_Ecoli	
93702	PROKKA_01956	1	1158	+	(Bla)ampH_Ecoli	1-1158/1158	===============	0/0	100.00	79.97	argannot	AP012030:395554-396711	(Bla)ampH_Ecoli	
93702	PROKKA_02013	70	421	+	(Tet)tet(34)	70-421/465	..======/=====.	2/2	75.48	72.24	argannot	AB061440:306-770	(Tet)tet(34)	
93702	PROKKA_03051	1	1902	+	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	83.23	argannot	CP002291:664439-666340	(Bla)Penicillin_Binding_Protein_Ecoli	
93702	PROKKA_04584	1	1230	+	(MLS)mef(B)	1-1230/1230	===============	0/0	100.00	100.00	argannot	FJ196385:11084-12313	(MLS)mef(B)	
93702	PROKKA_04589	1	792	+	(Sul)sul3	1-792/792	===============	0/0	100.00	100.00	argannot	HQ875016:7396-8187	(Sul)sul3	
93702	PROKKA_04592	1	780	+	(AGly)aadA1-pm	52-831/831	===============	0/0	93.86	99.87	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
93702	PROKKA_04593	1	1260	+	(Phe)cmlA1	1-1260/1260	===============	0/0	100.00	99.92	argannot	M64556:601-1860	(Phe)cmlA1	
93702	PROKKA_04594	1	780	+	(AGly)aadA2	1-780/780	===============	0/0	100.00	100.00	argannot	X68227:66-945	(AGly)aadA2	
93702	PROKKA_04595	1	498	+	(Tmt)dfrA12	1-498/498	===============	0/0	100.00	99.80	argannot	Z21672:310-807	(Tmt)dfrA12	
93702	PROKKA_04652	1	861	+	(Bla)blaTEM-105	1-861/861	===============	0/0	100.00	99.88	argannot	AF516720:215-1075	(Bla)blaTEM-105	
