145704	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
145704	PROKKA_00868	1	438	+	(AGly)aac6-Iy	1-438/438	===============	0/0	100.00	97.94	argannot	AF144880:3452-3979	(AGly)aac6-Iy	
145704	PROKKA_01990	130	1285	+	(Bla)AmpC1_Ecoli	130-1285/1305	.==============	0/0	88.58	71.19	argannot	FN649414:2765051-2766355	(Bla)AmpC1_Ecoli	
145704	PROKKA_02356	70	421	+	(Tet)tet(34)	70-421/465	..======/=====.	2/2	75.48	72.24	argannot	AB061440:306-770	(Tet)tet(34)	
145704	PROKKA_02413	1	1158	+	(Bla)ampH_Ecoli	1-1158/1158	===============	0/0	100.00	79.97	argannot	AP012030:395554-396711	(Bla)ampH_Ecoli	
145704	PROKKA_03288	1	1902	+	(Bla)Penicillin_Binding_Protein_Ecoli	1-1902/1902	===============	0/0	100.00	83.23	argannot	CP002291:664439-666340	(Bla)Penicillin_Binding_Protein_Ecoli	
145704	PROKKA_04578	1	780	+	(AGly)aadA1-pm	52-831/831	===============	0/0	93.86	99.87	argannot	JQ690540:7968-8798	(AGly)aadA1-pm	
145704	PROKKA_04580	1	840	+	(Sul)sul1	1-840/840	===============	0/0	100.00	100.00	argannot	AF071413:6700-7539	(Sul)sul1	
145704	PROKKA_04595	28	678	+	(Tet)tetR	1-651/651	===============	0/0	100.00	100.00	argannot	HF545434:53576-54226	(Tet)tetR	
145704	PROKKA_04596	1	1200	+	(Tet)tetA	76-1275/1275	===============	0/0	94.12	100.00	argannot	JX424423:94438-95712	(Tet)tetA	
145704	PROKKA_04656	1	474	+	(Tmt)dfrA14	1-474/474	===============	0/0	100.00	99.79	argannot	GU726917:72-545	(Tmt)dfrA14	
145704	PROKKA_04680	1	861	+	(Bla)blaTEM-1D	1-861/861	===============	0/0	100.00	99.88	argannot	AF188200:215-1075	(Bla)blaTEM-1D	
145704	PROKKA_04681	1	816	+	(AGly)aph(3'')-Ia	1-816/816	===============	0/0	100.00	100.00	argannot	FJ172370:38668-39483	(AGly)aph(3'')-Ia	
