85877	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
85877	PROKKA_00339	1	912	+	hlyE	1-912/912	===============	0/0	100.00	86.95	ecoli_vf	gi:260867588	hemolysin E	
85877	PROKKA_00576	82	858	+	sitA	82-858/915	.=======/======	4/10	84.37	74.94	ecoli_vf	gi:88770314	SitA	
85877	PROKKA_00577	1	783	+	sitB	1-786/828	========/======	6/11	94.08	72.66	ecoli_vf	gi:88770313	SitB	
85877	PROKKA_00578	1	830	+	sitC	1-830/858	===============	0/0	96.74	74.82	ecoli_vf	gi:386598999	iron chelate ABC transporter permease protein	
85877	PROKKA_00579	16	657	+	sitD	13-654/858	========/===...	5/12	74.13	69.44	ecoli_vf	gi:110641371	iron transport protein inner membrane component	
85877	PROKKA_00604	1	207	+	epaQ	1-207/261	============...	0/0	79.31	71.01	ecoli_vf	gi:15832978	EpaQ	
85877	PROKKA_00605	29	663	+	epaP	29-648/666	========/======	5/19	92.79	67.82	ecoli_vf	gi:15832979	surface presentation of antigens protein SpaP	
85877	PROKKA_00703	11	318	+	ppdc	11-318/324	========/======	2/2	94.75	74.43	ecoli_vf	SPG000140	Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus	
85877	PROKKA_00705	19	564	+	ppdb	19-564/564	===============	0/0	96.81	68.86	ecoli_vf	SPG000112	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
85877	PROKKA_00706	1	440	+	ppda	1-440/471	========/======	4/4	92.99	71.27	ecoli_vf	SPG000131	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
85877	PROKKA_00800	1	938	+	yggr	1-938/981	========/======	4/12	95.01	75.00	ecoli_vf	SPG000074	Retraction ATPase Adherence Hemorrhagic coli pilus	
85877	PROKKA_01143	28	391	+	flhE	28-391/393	.==============	0/0	92.62	68.68	ecoli_vf	gi:15802290	flagellar protein	
85877	PROKKA_01144	6	2077	+	flhA	6-2077/2079	===============	0/0	99.66	82.19	ecoli_vf	gi:15802291	flagellar biosynthesis protein FlhA	
85877	PROKKA_01145	1	1136	+	flhB	1-1133/1149	========/======	1/3	98.61	80.02	ecoli_vf	gi:15802292	flagellar biosynthesis protein FlhB	
85877	PROKKA_01147	4	646	+	cheZ	1-643/645	===============	0/0	99.69	82.58	ecoli_vf	gi:15802293	chemotaxis regulator CheZ	
85877	PROKKA_01148	1	390	+	cheY	1-390/390	===============	0/0	100.00	82.31	ecoli_vf	gi:15802294	chemotaxis regulatory protein CheY	
85877	PROKKA_01149	1	1048	+	cheB	1-1048/1050	===============	0/0	99.81	82.25	ecoli_vf	gi:15802295	chemotaxis-specific methylesterase	
85877	PROKKA_01150	1	861	+	cheR	1-861/861	===============	0/0	100.00	80.26	ecoli_vf	gi:15802296	chemotaxis methyltransferase CheR	
85877	PROKKA_01151	1	1548	+	tar/cheM	1-1548/1662	========/======	2/2	93.08	76.82	ecoli_vf	gi:15802298	methyl-accepting chemotaxis protein II	
85877	PROKKA_01152	1	504	+	cheW	1-504/504	===============	0/0	100.00	80.95	ecoli_vf	gi:15802299	purine-binding chemotaxis protein	
85877	PROKKA_01153	1	2016	+	cheA	1-1965/1965	========/======	13/63	99.69	76.61	ecoli_vf	gi:15802300	chemotaxis protein CheA	
85877	PROKKA_01154	1	930	+	motB	1-927/927	========/======	2/3	100.00	79.78	ecoli_vf	gi:15802301	flagellar motor protein MotB	
85877	PROKKA_01155	1	888	+	motA	1-888/888	===============	0/0	100.00	82.88	ecoli_vf	gi:15802302	flagellar motor protein MotA	
85877	PROKKA_01156	1	579	+	flhC	1-579/579	===============	0/0	100.00	81.52	ecoli_vf	gi:15802303	transcriptional activator FlhC	
85877	PROKKA_01157	1	311	+	flhD	10-320/360	==============.	0/0	86.39	79.42	ecoli_vf	gi:15802304	transcriptional activator FlhD	
85877	PROKKA_01183	1	801	+	fliY	1-801/801	===============	0/0	100.00	83.89	ecoli_vf	gi:15802355	cystine transporter subunit	
