32790	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
32790	PROKKA_00081	1	1364	+	MDTK	1-1364/1374	========/======	2/2	99.20	80.59	megares	MEG_3759	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
32790	PROKKA_00130	1	1150	+	OMP37	1-1123/1125	========/======	4/27	99.82	75.13	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
32790	PROKKA_00138	5	346	+	MDTJ	8-349/366	========/======	2/4	92.90	78.78	megares	MEG_3757	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MDTJ	
32790	PROKKA_00139	7	330	+	MDTI	7-330/330	===============	0/0	98.18	77.16	megares	MEG_3756	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MDTI	
32790	PROKKA_00177	1	350	+	MARA	1-350/384	==============.	0/0	91.15	89.14	megares	MEG_3661	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARA	
32790	PROKKA_00178	2	434	+	MARR	2-434/435	===============	0/0	99.54	82.22	megares	MEG_3663	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:MARR	
32790	PROKKA_00187	49	1049	+	OMP37	46-1043/1125	========/=====.	23/61	86.13	65.34	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
32790	PROKKA_00343	1	227	+	ACT	1-227/232	========/======	2/6	96.55	70.87	megares	MEG_497	Drugs:betalactams:Class_C_betalactamases:ACT	
32790	PROKKA_00386	1	1644	+	EPTA	1-1644/1644	========/======	2/4	99.88	76.73	megares	MEG_2739	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:EPTA	
32790	PROKKA_00415	1	323	+	SOXS	1-323/324	===============	0/0	99.69	82.66	megares	MEG_6551	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	
32790	PROKKA_00805	3	1949	+	ARNA	9-1952/1989	========/======	31/57	96.38	68.44	megares	MEG_1122	Drugs:Cationic_antimicrobial_peptides:Polymyxin_B_resistance_regulator:ARNA	
32790	PROKKA_00806	1	942	+	PMRF	1-942/969	===============	0/0	97.21	78.98	megares	MEG_5801	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:PMRF	
32790	PROKKA_00808	1	606	+	PMRG	1-606/606	===============	0/0	100.00	98.19	megares	MEG_5802	Multi-compound:Drug_and_metal_resistance:Drug_and_metal_MFS_efflux_pumps:PMRG	
32790	PROKKA_00861	1	1367	+	CPXAR	1-1367/1374	===============	0/0	99.49	85.44	megares	MEG_2121	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
32790	PROKKA_00862	1	699	+	CPXAR	1-699/699	===============	0/0	100.00	86.84	megares	MEG_2122	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CPXAR	
32790	PROKKA_00965	1	1209	+	MDTH	1-1209/1209	========/======	2/6	99.75	78.88	megares	MEG_3755	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTH	
32790	PROKKA_01029	28	1442	+	PHOR	28-1445/1467	========/======	3/7	96.32	74.79	megares	MEG_5786	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_regulator:PHOR	
32790	PROKKA_01150	1	1191	+	BCR	1-1191/1191	===============	0/0	100.00	80.69	megares	MEG_1210	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:BCR	
32790	PROKKA_01262	1	1902	+	PBP2	1-1902/1902	===============	0/0	100.00	83.54	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
32790	PROKKA_01321	1	342	+	RAMA	34-375/375	.==============	0/0	91.20	79.83	megares	MEG_6044	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	
32790	PROKKA_01420	34	1148	+	MDTG	58-1169/1227	========/======	15/27	89.65	63.80	megares	MEG_3753	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDTG	
32790	PROKKA_01427	1	1158	+	AMPH	1-1158/1158	===============	0/0	100.00	80.22	megares	MEG_729	Drugs:betalactams:Penicillin_binding_protein:AMPH	
32790	PROKKA_01442	1	1198	+	OMP37	1-1123/1125	========/======	16/95	98.93	70.86	megares	MEG_4283	Drugs:betalactams:Mutant_porin_proteins:OMP37	
32790	PROKKA_01485	1	723	+	SDIA	1-723/723	===============	0/0	100.00	99.58	megares	MEG_6176	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:SDIA	
32790	PROKKA_01522	400	1775	+	PBP2	412-1784/1902	...=====/======	18/45	71.08	65.50	megares	MEG_5400	Drugs:betalactams:Penicillin_binding_protein:PBP2	
32790	PROKKA_01715	1	818	+	BACA	1-818/822	========/======	2/2	99.39	85.84	megares	MEG_1189	Drugs:Bacitracin:Undecaprenyl_pyrophosphate_phosphatase:BACA	
32790	PROKKA_01797	1	1856	+	ASMA	1-1853/1854	========/======	9/17	99.57	74.72	megares	MEG_1180	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:ASMA	
32790	PROKKA_01804	1	1242	+	MDTA	1-1242/1242	===============	0/0	100.00	98.95	megares	MEG_3744	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTA	
32790	PROKKA_01805	1	3123	+	MDTB	1-3123/3123	===============	0/0	100.00	98.53	megares	MEG_3748	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTB	
32790	PROKKA_01806	1	3081	+	MDTC	1-3081/3081	===============	0/0	100.00	98.73	megares	MEG_3750	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:MDTC	
32790	PROKKA_01808	1	1404	+	BAES	1-1404/1404	===============	0/0	100.00	98.29	megares	MEG_1194	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAES	
32790	PROKKA_01809	1	723	+	BAER	1-723/723	===============	0/0	100.00	99.17	megares	MEG_1191	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_regulator:BAER	
32790	PROKKA_01951	1	414	+	HNS	1-414/414	===============	0/0	100.00	88.41	megares	MEG_3271	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_pumps:HNS	
32790	PROKKA_01957	1	1425	+	MDTK	1-1425/1425	===============	0/0	100.00	98.74	megares	MEG_3760	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MATE_efflux_pumps:MDTK	
32790	PROKKA_02026	1	1167	+	UGD	1-1167/1167	========/======	6/10	99.57	77.22	megares	MEG_7328	Drugs:Cationic_antimicrobial_peptides:Lipid_A_modification:UGD	
32790	PROKKA_02332	1	870	+	ROBA	1-870/870	===============	0/0	100.00	81.38	megares	MEG_6082	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_RND_efflux_pumps:ROBA	
32790	PROKKA_02459	1	1219	+	MDFA	1-1219/1233	===============	0/0	98.86	79.33	megares	MEG_3737	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:MDFA	
32790	PROKKA_02490	1	673	+	KDPE	1-673/678	========/======	2/2	99.12	81.45	megares	MEG_3448	Drugs:Aminoglycosides:Aminoglycoside_efflux_pumps:KDPE	
32790	PROKKA_02684	1	531	+	EMRR	1-531/531	===============	0/0	100.00	85.50	megares	MEG_2734	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_regulator:EMRR	
32790	PROKKA_02685	1	1173	+	EMRA	1-1173/1173	========/======	2/2	99.91	82.54	megares	MEG_2721	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRA	
32790	PROKKA_02686	1	1539	+	EMRB	1-1539/1539	===============	0/0	100.00	84.34	megares	MEG_2725	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRB	
32790	PROKKA_02981	31	1469	+	KMRA	31-1469/1500	========/======	13/22	95.20	73.10	megares	MEG_3460	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:KMRA	
32790	PROKKA_03129	75	1182	+	ROSA	87-1197/1233	========/======	19/29	88.81	69.39	megares	MEG_6083	Drugs:Multi-drug_resistance:Multi-drug_MFS_efflux_pumps:ROSA	
32790	PROKKA_03130	1	1620	+	ROSB	1-1620/1692	========/======	13/24	95.04	69.30	megares	MEG_6084	Drugs:Multi-drug_resistance:Multi-drug_MFS_efflux_pumps:ROSB	
32790	PROKKA_03404	1	633	+	CRP	1-633/633	===============	0/0	100.00	87.84	megares	MEG_2132	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_RND_efflux_regulator:CRP	
32790	PROKKA_03525	1	1644	+	YOGI	1-1644/1644	========/======	3/4	99.88	80.07	megares	MEG_7842	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_ABC_efflux_pumps:YOGI	
32790	PROKKA_03529	1	1137	+	KPNO	1-1098/1098	========/======	14/65	98.82	77.74	megares	MEG_3516	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNO	
32790	PROKKA_03545	1	1185	+	EMRD	7-1191/1191	========/======	2/2	99.41	83.22	megares	MEG_2729	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_MFS_efflux_pumps:EMRD	
32790	PROKKA_03619	148	986	+	KPNO	151-1022/1098	.=======/======	15/67	74.86	64.23	megares	MEG_3516	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNO	
32790	PROKKA_03622	70	421	+	TET34	70-421/465	..======/=====.	2/2	75.48	72.52	megares	MEG_6976	Drugs:Tetracyclines:Tetracycline_inactivation_enzymes:TET34	
32790	PROKKA_03837	1	1749	+	MSBA	1-1749/1749	===============	0/0	100.00	84.85	megares	MEG_4061	Drugs:Multi-drug_resistance:Multi-drug_ABC_efflux_pumps:MSBA	
