27668	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
27668	PROKKA_00110	1	938	+	yggr	1-938/981	========/======	4/12	95.01	75.21	ecoli_vf	SPG000074	Retraction ATPase Adherence Hemorrhagic coli pilus	
27668	PROKKA_00219	1	440	+	ppda	1-440/471	========/======	4/4	92.99	71.49	ecoli_vf	SPG000131	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
27668	PROKKA_00220	19	564	+	ppdb	19-564/564	===============	0/0	96.81	69.23	ecoli_vf	SPG000112	Pilin-like protein minor pilin or pseudo pilin Adherence Hemorrhagic coli pilus	
27668	PROKKA_00222	11	318	+	ppdc	11-318/324	========/======	2/2	94.75	74.76	ecoli_vf	SPG000140	Pilin-like protein minor pilin or pseudopilin Adherence Hemorrhagic coli pilus	
27668	PROKKA_00330	29	663	+	epaP	29-648/666	========/======	6/19	92.79	67.82	ecoli_vf	gi:15832979	surface presentation of antigens protein SpaP	
27668	PROKKA_00331	1	207	+	epaQ	1-207/261	============...	0/0	79.31	71.01	ecoli_vf	gi:15832978	EpaQ	
27668	PROKKA_00356	16	657	+	sitD	10-651/855	========/===...	2/2	74.97	69.52	ecoli_vf	gi:387606976	iron ABC transporter permease	
27668	PROKKA_00357	1	830	+	sitC	1-830/858	===============	0/0	96.74	74.82	ecoli_vf	gi:386598999	iron chelate ABC transporter permease protein	
27668	PROKKA_00358	1	783	+	sitB	1-786/828	========/======	6/11	94.08	72.66	ecoli_vf	gi:88770313	SitB	
27668	PROKKA_00359	75	858	+	sitA	75-858/915	.=======/======	4/10	85.14	75.03	ecoli_vf	gi:387606979	iron ABC transporter substrate-binding protein	
27668	PROKKA_00422	28	391	+	flhE	28-391/393	.==============	0/0	92.62	68.96	ecoli_vf	gi:15802290	flagellar protein	
27668	PROKKA_00423	6	2077	+	flhA	6-2077/2079	===============	0/0	99.66	82.19	ecoli_vf	gi:15802291	flagellar biosynthesis protein FlhA	
27668	PROKKA_00424	1	1136	+	flhB	1-1133/1149	========/======	1/3	98.61	80.19	ecoli_vf	gi:15802292	flagellar biosynthesis protein FlhB	
27668	PROKKA_00425	4	646	+	cheZ	1-643/645	===============	0/0	99.69	82.43	ecoli_vf	gi:15802293	chemotaxis regulator CheZ	
27668	PROKKA_00426	1	390	+	cheY	1-390/390	===============	0/0	100.00	82.82	ecoli_vf	gi:15802294	chemotaxis regulatory protein CheY	
27668	PROKKA_00427	1	1048	+	cheB	1-1048/1050	===============	0/0	99.81	82.16	ecoli_vf	gi:15802295	chemotaxis-specific methylesterase	
27668	PROKKA_00428	1	861	+	cheR	1-861/861	===============	0/0	100.00	80.37	ecoli_vf	gi:15802296	chemotaxis methyltransferase CheR	
27668	PROKKA_00429	1	1548	+	tar/cheM	1-1548/1662	========/======	2/2	93.08	76.63	ecoli_vf	gi:15802298	methyl-accepting chemotaxis protein II	
27668	PROKKA_00430	1	504	+	cheW	1-504/504	===============	0/0	100.00	80.56	ecoli_vf	gi:15802299	purine-binding chemotaxis protein	
27668	PROKKA_00431	1	2016	+	cheA	1-1965/1965	========/======	14/61	99.75	76.79	ecoli_vf	gi:15802300	chemotaxis protein CheA	
27668	PROKKA_00432	1	930	+	motB	1-927/927	========/======	2/3	100.00	79.78	ecoli_vf	gi:15802301	flagellar motor protein MotB	
27668	PROKKA_00433	1	888	+	motA	1-888/888	===============	0/0	100.00	83.11	ecoli_vf	gi:15802302	flagellar motor protein MotA	
27668	PROKKA_00434	1	579	+	flhC	1-579/579	===============	0/0	100.00	81.35	ecoli_vf	gi:15802303	transcriptional activator FlhC	
27668	PROKKA_00435	1	311	+	flhD	10-320/360	==============.	0/0	86.39	80.06	ecoli_vf	gi:15802304	transcriptional activator FlhD	
27668	PROKKA_00461	1	801	+	fliY	1-801/801	===============	0/0	100.00	83.77	ecoli_vf	gi:15802355	cystine transporter subunit	
27668	PROKKA_00462	1	486	+	fliZ	37-522/588	==============.	0/0	82.65	78.60	ecoli_vf	gi:15802356	flagella biosynthesis protein FliZ	
27668	PROKKA_00463	1	719	+	fliA	1-719/720	===============	0/0	99.86	85.81	ecoli_vf	gi:15802357	flagellar biosynthesis sigma factor	
27668	PROKKA_00474	1	314	+	fliE	1-314/315	===============	0/0	99.68	80.89	ecoli_vf	gi:15802372	flagellar hook-basal body protein FliE	
27668	PROKKA_00475	17	1683	+	fliF	8-1659/1659	========/======	6/21	99.40	78.26	ecoli_vf	gi:15802373	flagellar MS-ring protein	
27668	PROKKA_00476	1	994	+	fliG	1-994/996	===============	0/0	99.80	86.72	ecoli_vf	gi:15802374	flagellar motor switch protein G	
27668	PROKKA_00477	142	702	+	fliH	121-681/687	..=============	0/0	81.66	78.79	ecoli_vf	gi:161367588	flagellar assembly protein H	
27668	PROKKA_00478	1	1369	+	fliI	1-1369/1374	========/======	3/4	99.49	80.89	ecoli_vf	gi:161367587	flagellum-specific ATP synthase	
27668	PROKKA_00479	1	444	+	fliJ	1-444/444	===============	0/0	100.00	81.76	ecoli_vf	gi:15802377	flagellar biosynthesis chaperone	
27668	PROKKA_00481	1	468	+	fliL	1-465/465	========/======	6/13	98.92	77.80	ecoli_vf	gi:15802379	flagellar basal body-associated protein FliL	
27668	PROKKA_00482	1	1005	+	fliM	1-1005/1005	===============	0/0	100.00	85.57	ecoli_vf	gi:15802380	flagellar motor switch protein FliM	
27668	PROKKA_00483	1	413	+	fliN	1-413/414	===============	0/0	99.76	84.50	ecoli_vf	gi:15802381	flagellar motor switch protein FliN	
27668	PROKKA_00485	33	738	+	fliP	33-738/738	===============	0/0	95.66	81.30	ecoli_vf	gi:15802383	flagellar biosynthesis protein FliP	
27668	PROKKA_00486	1	269	+	fliQ	1-269/270	===============	0/0	99.63	82.16	ecoli_vf	gi:15802384	flagellar biosynthesis protein FliQ	
27668	PROKKA_00487	1	784	+	fliR	1-783/786	========/======	1/1	99.62	77.17	ecoli_vf	gi:15802385	flagellar biosynthesis protein FliR	
27668	PROKKA_00633	93	1002	+	nleB1	84-987/990	.=======/======	21/36	89.80	65.51	ecoli_vf	gi:15803520	Type III secretion system effector nleB1	
27668	PROKKA_01309	1	948	+	flgL	1-948/954	========/======	2/2	99.27	76.29	ecoli_vf	gi:15801200	flagellar hook-associated protein FlgL	
27668	PROKKA_01310	1	1662	+	flgK	1-1644/1644	========/======	17/50	99.03	74.31	ecoli_vf	gi:15801199	flagellar hook-associated protein FlgK	
27668	PROKKA_01311	1	947	+	flgJ	1-938/942	========/======	2/9	99.58	78.04	ecoli_vf	gi:15801198	flagellar rod assembly protein/muramidase FlgJ	
27668	PROKKA_01312	1	1098	+	flgI	1-1098/1098	========/======	2/6	99.73	79.66	ecoli_vf	gi:15801197	flagellar basal body P-ring protein	
27668	PROKKA_01313	22	666	+	flgH	55-699/699	.==============	0/0	92.27	81.70	ecoli_vf	gi:15801196	flagellar basal body L-ring protein	
27668	PROKKA_01314	1	783	+	flgG	1-783/783	===============	0/0	100.00	85.95	ecoli_vf	gi:15801195	flagellar basal body rod protein FlgG	
27668	PROKKA_01315	1	756	+	flgF	1-756/756	========/======	2/4	99.74	77.57	ecoli_vf	gi:15801194	flagellar basal body rod protein FlgF	
27668	PROKKA_01316	1	1212	+	flgE	1-1206/1206	========/======	5/10	99.83	78.91	ecoli_vf	gi:15801193	flagellar hook protein FlgE	
27668	PROKKA_01317	1	699	+	flgD	1-696/696	========/======	1/3	100.00	75.54	ecoli_vf	gi:15801192	flagellar basal body rod modification protein	
27668	PROKKA_01318	2	405	+	flgC	2-405/405	===============	0/0	99.75	79.70	ecoli_vf	gi:15801191	flagellar basal body rod protein FlgC	
27668	PROKKA_01319	1	417	+	flgB	1-417/417	===============	0/0	100.00	76.02	ecoli_vf	gi:15801190	flagellar basal body rod protein FlgB	
27668	PROKKA_01320	142	660	+	flgA	142-660/660	...=====/======	5/18	77.27	72.35	ecoli_vf	gi:15801189	flagellar basal body P-ring biosynthesis protein FlgA	
27668	PROKKA_01322	1	421	+	flgN	1-415/417	========/======	5/12	98.80	73.11	ecoli_vf	gi:15801187	flagella synthesis protein FlgN	
27668	PROKKA_01348	1	321	+	csgC	1-321/333	========/======	5/6	95.50	74.38	ecoli_vf	gi:15801160	putative autoagglutination protein	
27668	PROKKA_01349	1	456	+	csgA	1-459/459	========/======	1/3	99.35	73.20	ecoli_vf	gi:15801159	cryptic curlin major subunit	
27668	PROKKA_01350	13	495	+	csgB	1-483/483	========/======	2/2	99.79	84.71	ecoli_vf	VFG045792	minor curlin subunit CsgB	
27668	PROKKA_01351	1	651	+	csgD	1-651/651	===============	0/0	100.00	82.03	ecoli_vf	gi:15801157	DNA-binding transcriptional regulator CsgD	
27668	PROKKA_01352	1	396	+	csgE	1-390/390	========/======	1/6	100.00	79.29	ecoli_vf	gi:15801156	curli assembly protein CsgE	
27668	PROKKA_01353	1	417	+	csgF	1-417/417	========/======	3/8	99.04	81.23	ecoli_vf	gi:15801155	curli assembly protein CsgF	
27668	PROKKA_01354	1	834	+	csgG	1-834/834	===============	0/0	100.00	83.33	ecoli_vf	gi:15801154	curli production assembly/transport component 2nd curli operon	
